Предмет;Процент комиссии;Стоимость логистики;Стоимость хранения
Спальные мешки для малышей;20;96.0;0.11
Бомберы для малышей;20;96.0;0.11
Куртки для малышей;20;96.0;0.11
Туники для малышей;20;96.0;0.11
Принтеры для печати этикеток;17;96.0;0.11
Контроллеры ИБП;17;114.0;0.17
Источники питания;17;473.0;0.47
Ленты для принтера;17;96.0;0.11
Принтеры портативные;17;96.0;0.11
Картриджи для принтеров;17;96.0;0.11
Аккумуляторы для ИБП;17;473.0;0.47
Тонеры для картриджей;17;114.0;0.17
Фотобарабаны;17;473.0;0.47
Шредеры;17;592.0;0.7
Чернила для принтера;17;96.0;0.11
Презентеры;17;96.0;0.11
Другие комплектующие для принтеров;17;473.0;0.47
Сканеры;17;473.0;0.47
Источники бесперебойного питания;17;473.0;0.47
Принтеры;17;775.0;1.12
Плоттеры;17;473.0;0.47
Оргтехника;12;315.0;0.47
Ламинаторы;17;114.0;0.17
МФУ;17;775.0;1.12
Комплектующие для 3D;17;96.0;0.11
Стабилизаторы напряжения;20;473.0;0.47
3D-принтеры;17;775.0;1.12
Фотобумага;17;96.0;0.11
Комплекты клавиатур и мышей;17;96.0;0.11
Мыши;17;96.0;0.11
Web-камеры;17;96.0;0.11
Коврики для мыши;17;96.0;0.11
Держатели проводов;17;96.0;0.11
Контроллеры для ПК;17;114.0;0.17
Рули игровые;17;592.0;0.7
Шторки для веб-камер;17;79.0;0.09
Цифровые ручки;17;96.0;0.11
Карты памяти;17;96.0;0.11
Кронштейны для мониторов;17;473.0;0.47
Разветвители;17;96.0;0.11
Носители для электронных подписей;20;114.0;0.17
Трекпады;17;96.0;0.11
Защита проводов;17;114.0;0.26
Оптические приводы;17;96.0;0.11
Графические планшеты;17;473.0;0.47
Периферия и аксессуары;12;114.0;0.17
Сетевые фильтры;17;96.0;0.11
Мониторы;10;775.0;1.12
Внешние жесткие диски;10;96.0;0.11
Клавиатуры;17;96.0;0.11
Flash-накопители;17;79.0;0.06
Палочки для леденцов;19;96.0;0.17
Тарелки декоративные;19;96.0;0.11
Коврики под разделочные доски;19;114.0;0.17
Мельницы;19;114.0;0.17
Палочки для еды;19;96.0;0.11
Графины;19;114.0;0.17
Таймеры кухонные;19;96.0;0.11
Кофейные наборы;19;114.0;0.17
Измельчители механические;19;114.0;0.17
Зажимы для пакетов;19;96.0;0.17
Емкости для масла и уксуса;19;96.0;0.11
Скороварки для плиты;19;473.0;0.47
Пистолеты-распылители кондитерские;19;96.0;0.11
Ножи кухонные;19;96.0;0.11
Стопки;19;96.0;0.11
Касалетки;19;96.0;0.11
Молоковарки;19;114.0;0.17
Подставки для ножей;19;96.0;0.11
Котелки;19;473.0;0.47
Наборы для приготовления коктейлей;19;96.0;0.11
Бокалы;19;473.0;0.47
Подложки для десертов;19;96.0;0.11
Коврики барные;19;114.0;0.17
Наборы для приготовления роллов;19;96.0;0.11
Прессы для сока;19;114.0;0.17
Центрифуги для салата;19;114.0;0.17
Прессы для чеснока;19;96.0;0.11
Вкладыши для посуды;19;96.0;0.11
Термопакеты;19;96.0;0.11
Посуда для микроволновой печи;19;96.0;0.11
Ножницы кухонные;19;79.0;0.06
Коврики для запекания;19;96.0;0.11
Рукава для запекания;19;96.0;0.17
Захваты для банок;19;79.0;0.06
Прессы для мяса;19;96.0;0.11
Пароварки для плиты;19;473.0;0.47
Менажницы;19;114.0;0.17
Подставки для казана;19;592.0;0.7
Кофемолки механические;19;96.0;0.11
Термокружки;19;96.0;0.11
Подносы;19;473.0;0.47
Диспенсеры кухонные;19;96.0;0.11
Гусятницы;19;473.0;0.47
Вилки поварские;19;96.0;0.11
Наборы для карвинга;19;79.0;0.06
Формы для сыра;19;96.0;0.11
Скалки;19;96.0;0.11
Коврики для сушки посуды;19;114.0;0.17
Тажины;19;473.0;0.47
Оболочки для колбас искусственные;19;79.0;0.06
Кокотницы;19;96.0;0.11
Ложки столовые;19;96.0;0.11
Прессы для бургеров;19;96.0;0.11
Наборы для пикника;19;473.0;0.47
Мерные ложки;19;96.0;0.11
Спреи для цитрусовых;19;96.0;0.11
Шприцы кондитерские;19;96.0;0.11
Другие кухонные приспособления;19;96.0;0.11
Сушилки для лапши;19;114.0;0.17
Кофейники;19;96.0;0.11
Яйцерезки;19;96.0;0.11
Контейнеры из полимеров;19;114.0;0.17
Подставки для ведер и бутылок;19;473.0;0.47
Лимонницы;19;96.0;0.11
Термосы;19;79.0;0.06
Рыбочистки;19;96.0;0.11
Ножи столовые;19;96.0;0.11
Ветчинницы;19;96.0;0.11
Воронки для кофе;19;96.0;0.11
Ложки поварские;19;96.0;0.11
Ручки для сковородок;19;79.0;0.06
Сувенирные ложки;19;96.0;0.11
Иглы кулинарные;19;96.0;0.17
Подставки под стаканы;19;96.0;0.11
Миксеры механические;19;96.0;0.11
Крышки для банок;19;96.0;0.11
Нити кулинарные;19;79.0;0.09
Крышки для гастроемкостей;19;114.0;0.17
Машинки для лапши;19;114.0;0.17
Держатели для бутылок;19;114.0;0.17
Бочонки для напитков;19;473.0;0.47
Вилки столовые;19;96.0;0.11
Пьезозажигалки;19;96.0;0.11
Мешки для приготовления;19;114.0;0.17
Точилки для ножей;19;96.0;0.11
Гастроемкости;19;473.0;0.47
Пинцеты кулинарные;19;96.0;0.11
Грелки для посуды;19;96.0;0.11
Посуда и инвентарь;14;96.0;0.11
Воронки для выпечки;19;96.0;0.11
Зубочистки;19;79.0;0.09
Шприцы колбасные;19;96.0;0.11
Наборы сомелье;19;96.0;0.11
Шпажки;19;96.0;0.17
Переноски для продуктов;19;96.0;0.11
Салфетницы кухонные;19;96.0;0.11
Сырорезки;19;96.0;0.11
Киперы для бутылок;19;96.0;0.11
Блюда;19;315.0;0.47
Утятницы;19;473.0;0.47
Консервные ножи;19;96.0;0.11
Турки;19;96.0;0.11
Ведра сервировочные;19;96.0;0.11
Держатели кухонные;19;96.0;0.11
Курницы;19;96.0;0.11
Фляжки;19;96.0;0.11
Спиртометры;19;79.0;0.06
Дуршлаги;19;473.0;0.47
Блюда-этажерки;19;473.0;0.47
Вилки десертные;19;79.0;0.06
Блюдца;19;79.0;0.06
Ключи для вин;19;96.0;0.17
Френч-прессы;19;96.0;0.11
Наборы посуды для приготовления;19;592.0;0.7
Молочники;19;96.0;0.11
Сковороды;19;473.0;0.47
Бутылки;19;96.0;0.11
Подставки для яиц;19;96.0;0.11
Бомбильи;19;79.0;0.06
Кувшины;19;473.0;0.47
Подстаканники;19;96.0;0.11
Мешки кондитерские;19;96.0;0.17
Ложки десертные;19;96.0;0.11
Противни;19;473.0;0.47
Сувенирные вилки;19;79.0;0.06
Коврики для холодильника;19;96.0;0.11
Контейнеры неполимерные;19;473.0;0.47
Кубики для охлаждения;19;96.0;0.11
Наборы для крепких напитков;19;473.0;0.47
Корзины сервировочные;19;96.0;0.11
Формочки кулинарные;19;96.0;0.11
Молотки для мяса;19;96.0;0.11
Наборы для чаепития;19;473.0;0.47
Бидоны;19;473.0;0.47
Подставки для варки на пару;19;96.0;0.11
Фреш-пакеты;19;96.0;0.11
Половники;19;96.0;0.11
Дистилляторы;19;592.0;0.7
Паштетницы;19;96.0;0.11
Завязки для кулинарии;19;96.0;0.17
Чехлы для ручек холодильников;19;96.0;0.17
Подставки для специй;19;96.0;0.11
Крышки для емкостей;19;114.0;0.26
Аэраторы для вин;19;96.0;0.11
Кружки 18+;19;96.0;0.11
Бутылкорезы;19;114.0;0.17
Ложки для мороженого;19;96.0;0.11
Масленки;19;96.0;0.11
Ростеры для барбекю;19;473.0;0.47
Шейкеры барные;19;114.0;0.17
Маркеры для бокалов;19;96.0;0.11
Шумовки;19;96.0;0.11
Шпатели кондитерские;19;96.0;0.17
Наборы для декорирования десертов;19;96.0;0.11
Миски;19;96.0;0.11
Приборы для удаления косточек;19;96.0;0.11
Тестораскатки;19;96.0;0.11
Мерные стаканы;19;96.0;0.11
Лопатки кухонные;19;96.0;0.11
Ложки кофейные;19;96.0;0.11
Подставки кухонные;19;473.0;0.47
Жаровни;19;473.0;0.47
Прессы для картофеля;19;96.0;0.11
Самовары;19;473.0;0.47
Корзины для пикника;19;473.0;0.47
Стерилизаторы для банок;19;96.0;0.17
Подставки под ложку;19;96.0;0.11
Термокружки 18+;19;96.0;0.11
Венчики;19;96.0;0.11
Сахарницы;19;96.0;0.11
Коврики для раковин;19;96.0;0.11
Очки кухонные;19;96.0;0.11
Чайники для плиты;19;473.0;0.47
Коврики для раскатки теста;19;96.0;0.11
Палочки для мороженого;19;96.0;0.17
Виномеры;19;79.0;0.09
Декантеры;19;592.0;0.7
Наборы для кэнди бара;19;114.0;0.17
Хлебницы;19;473.0;0.47
Пилы для мяса;19;96.0;0.11
Супницы;19;96.0;0.11
Трафареты для тортов;19;96.0;0.11
Емкости неполимерные;19;473.0;0.47
Терки;19;96.0;0.11
Казаны;19;592.0;0.7
Трафареты для напитков;19;79.0;0.09
Воки;19;473.0;0.47
Соковыжималки механические;19;473.0;0.47
Ситечки для заваривания;19;96.0;0.17
Пробки для бутылок;19;96.0;0.17
Емкости для выпечки;19;96.0;0.11
Открывалки;19;96.0;0.11
Молды;19;96.0;0.11
Дыроколы для крышек;19;114.0;0.26
Защитные экраны;19;114.0;0.17
Кастрюли;19;473.0;0.47
Пистолеты для фламбирования;19;96.0;0.11
Сито;19;96.0;0.11
Чайники заварочные;19;96.0;0.11
Плододержатели;19;79.0;0.09
Термосумки;19;473.0;0.47
